A,R,S,H,B,W,F
4960,149,5681,1128,1992,8,914
8055,976,26304,3056,535,233,1484
0,0,0,0,0,0,0
10788,1825,0,2450,1561,459,940
3671,0,15913,1678,7476,0,983
8581,938,6454,1943,409,142,612
2232,265,18510,2351,3293,25,2019
10346,985,35055,4230,13988,115,2072
0,0,0,0,0,0,0
13525,3025,115212,12660,43422,586,229
6090,0,12975,1243,3159,0,610
15095,31,88485,3552,50262,3,0
15260,692,16388,1429,0,39,1365
0,0,0,0,0,0,0
2636,8,12549,858,1982,2,538
23407,3283,78808,1792,11112,615,4944
15901,0,34855,3769,19993,12,1441
11390,1417,0,0,0,0,0
1735,0,10019,1301,4661,0,1941
0,0,0,0,0,0,0
9586,0,19271,0,5973,0,1073
14635,886,62606,0,12352,10,0
10213,797,5120,246,0,284,508
12934,1508,20623,2490,2532,376,1518
4548,362,0,557,0,89,0
12352,1771,119434,4337,29774,459,0
3623,106,41892,9001,14617,16,0
4767,860,21959,6406,4630,198,3208
10608,576,64687,0,44971,0,0
8038,486,33768,0,13388,144,1458
9750,472,86668,10698,41466,0,9105
5377,487,33909,6319,18515,40,4917
0,0,0,0,0,0,0
0,0,0,0,0,0,0
11272,1051,0,0,0,164,0
2845,387,1078,126,482,94,128
0,0,0,0,0,0,0
8562,177,28910,4040,1320,3,0
4569,551,7220,1203,4245,157,1389
10222,0,27091,0,6881,5,0
3850,366,16368,2239,2916,96,1753
4122,181,0,51,0,42,40
0,0,0,0,0,0,0
17161,3504,30998,7748,0,619,3485
23571,42,19930,3250,1870,2,174
7388,1119,0,0,3093,411,215
11542,1793,45829,7346,0,423,2150
3863,482,20280,1171,7410,0,2602
895,111,7068,1122,0,6,79
14108,729,24349,1372,129,252,699
1629,192,3472,375,2093,6,187
6428,473,23722,1834,10742,90,0
6237,372,7100,668,0,124,480
10355,181,39362,2563,19578,8,4111
10101,1729,48049,4772,11042,323,2741
9232,32,60868,7809,0,0,2626
24472,0,29341,4229,6759,0,3690
3646,723,11026,2010,0,0,0
17936,1398,68774,9296,0,80,1991
12310,559,21227,0,0,233,0
15262,474,55238,6153,0,41,1592
8258,43,0,0,0,13,0
8014,1288,0,0,0,329,0
0,0,0,0,0,0,0
8890,1258,3734,546,570,209,857
12734,1482,22915,4344,17331,0,6439
12083,12,0,0,271,3,83
9257,1636,25110,2588,6394,0,415
700,69,0,0,0,10,0
19079,0,0,0,0,0,0
13247,523,86779,10846,9900,119,3594
0,0,0,0,0,0,0
14013,2861,69515,15477,32486,577,10120
1258,122,7109,1006,0,23,433
4851,576,53738,2672,9555,105,4229
6549,884,7337,569,1184,64,0
7366,365,12967,2271,4847,7,0
8585,0,0,1086,2920,0,0
11821,1136,43562,0,19412,290,2218
21712,0,63567,6323,0,0,425
9181,0,14298,597,4508,0,962
22086,3072,96933,1961,18760,252,6477
9012,1587,6012,1,868,315,1201
8918,1021,55555,8927,24268,0,2731
584,81,5591,1116,1078,5,579
735,169,3962,654,262,0,0
11673,0,0,0,0,0,0
0,0,0,0,0,0,0
3870,0,12489,236,1591,0,194
0,0,0,0,0,0,0
16499,336,45607,8034,15951,16,7096
10652,492,37555,0,5719,62,621
11819,591,3559,0,1311,121,187
6999,621,0,156,0,63,0
20480,2331,79593,19696,275,255,13617
23776,2714,41622,657,0,507,452
0,0,0,0,0,0,0
9923,1373,46491,1000,0,118,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5296,0,6988,411,2369,0,648
8942,279,35495,0,0,71,0
0,0,0,0,0,0,0
1731,57,2714,0,956,6,0
0,0,0,0,0,0,0
8816,0,32397,1416,16776,0,0
0,0,0,0,0,0,0
8587,464,2776,66,0,11,453
4932,192,25305,2029,9143,22,2141
8210,0,10789,1574,3468,0,0
15355,133,60047,6943,18422,14,356
4246,437,16207,2167,8596,0,1065
14822,363,76072,13763,39364,122,11931
6322,767,28172,2655,13887,16,1712
15318,0,61368,863,1204,0,424
24793,3116,33929,1895,8671,148,3108
3626,0,0,0,1557,5,0
5167,229,3720,343,0,43,0
2321,186,7632,14,7104,32,874
9960,2660,46494,2783,7008,12,4314
5817,514,8668,1061,0,28,404
8933,1311,45025,2235,8650,135,2815
2133,77,0,0,0,15,0
18635,1229,0,0,0,217,0
7301,1521,34173,2895,5633,0,0
19661,0,65888,0,51165,0,4550
14831,1407,107210,12732,30350,186,1566
0,0,0,0,0,0,0
3040,96,5175,492,2031,0,231
23786,0,53949,1066,0,0,0
15472,3803,26069,7852,6755,0,9028
11193,863,32758,148,5754,154,1932
2260,463,7153,1281,2320,0,669
17050,1703,26428,868,12462,25,0
9634,551,87482,960,16776,0,2085
6126,929,24909,0,7835,103,1338
14219,0,5870,944,0,0,2
7049,1248,18174,1114,7274,172,1278
7578,0,15634,1204,8546,0,637
6751,871,44680,0,4349,36,0
16593,1792,0,0,0,450,0
2038,388,5049,1423,3825,0,210
4725,988,8463,628,0,29,1193
5750,483,16208,2254,3206,36,2243
3370,278,1237,296,427,38,530
6909,0,44396,1343,0,0,0
11706,1621,42113,5267,0,142,2371
0,0,0,0,0,0,0
8886,361,34813,3312,13261,35,1358
5814,1219,5699,1188,953,0,0
8492,525,37364,4347,9509,0,2428
2426,581,10036,1028,6339,116,0
7843,26,13840,3470,6356,3,2211
17084,782,149269,18221,15868,212,17592
11331,731,0,0,0,138,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9465,1137,0,0,0,102,0
0,0,0,0,0,0,0
17581,0,53927,0,0,0,417
1366,59,934,0,146,0,24
9291,747,37073,6037,5130,151,0
8680,1370,0,0,0,47,0
3506,0,1842,0,259,0,0
5446,345,51601,1649,17290,67,3308
0,0,0,0,0,0,0
22596,1806,81277,7786,6591,148,1719
6835,875,11964,309,0,138,55
9900,199,62424,15933,15349,61,2300
0,0,0,0,0,0,0
14836,1943,112963,15003,17507,246,10814
23281,991,99343,18840,19434,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6303,1141,3593,158,450,96,589
10383,1770,77207,23789,42758,27,7116
11496,0,42488,0,3440,13,47
22720,719,192150,41631,9273,40,11317
5399,0,26299,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13716,0,60547,10389,19018,0,6102
8522,137,10975,211,1786,34,122
8488,0,0,180,0,0,0
1090,31,0,0,0,0,0
12356,275,38714,0,15414,37,180
9587,824,20741,2001,6071,129,1359
7055,544,33925,4859,0,22,1377
12914,12,78821,18035,0,4,3294
3262,410,11989,1900,4415,48,1054
8745,233,0,1066,8014,51,786
23143,3763,22501,0,5771,975,0
0,0,0,0,0,0,0
4148,141,9657,0,4734,0,12
6913,1306,0,451,0,444,511
6967,1056,44049,4022,6182,139,2967
11264,1306,0,0,0,339,0
0,0,0,0,0,0,0
6092,928,5256,243,1470,118,145
10418,1702,42809,3945,18796,332,3992
13864,0,7064,1156,2157,0,142
2932,681,18887,0,4946,90,1403
215,4,979,111,430,0,47
10308,1710,22851,3237,0,211,3371
10159,0,15632,1712,0,0,401
5698,981,18915,1864,2350,29,1209
7150,596,17471,2074,6887,133,0
10444,1074,21133,3802,9696,228,0
5278,827,4250,101,263,202,460
15402,2819,18943,4087,9014,422,3602
9122,536,14673,620,5103,43,1365
26463,2192,0,0,17155,248,5142
10735,1977,27832,539,4475,172,3569
14103,917,54517,0,19770,52,3890
16978,311,63678,10982,13685,0,9988
0,0,0,0,0,0,0
3648,179,1268,283,75,75,375
1081,118,1685,177,785,5,390
658,31,4524,121,2072,4,56
0,0,0,0,0,0,0
20011,1910,131702,12054,54887,91,17590
1668,0,4507,495,1151,0,91
1822,0,5914,133,3830,0,49
646,0,3456,389,0,0,0
27660,0,68155,7692,0,0,3105
4175,15,18325,0,6513,1,0
0,0,0,0,0,0,0
17863,3251,31512,0,0,775,0
12703,1143,10670,883,4177,197,859
3209,195,16797,3037,4655,22,2018
4922,1219,5820,1184,0,279,180
11250,1663,0,0,0,63,675
4627,770,12933,0,1481,143,31
7608,978,54654,13941,21704,246,2006
0,0,0,0,0,0,0
15715,1327,0,0,195,104,445
5606,228,43375,1644,0,46,266
10622,1688,78,14,26,0,932
2381,0,23560,3022,10676,0,1667
18383,1777,0,0,274,17,0
12884,1346,0,0,128,163,0
11637,2768,34907,1030,3290,607,2739
1717,128,2042,260,609,21,0
7041,0,7111,775,237,0,442
0,0,0,0,0,0,0
11868,495,99763,9188,4297,16,4395
12499,0,2443,168,78,0,0
11530,761,72276,5596,53909,0,7012
7958,0,27413,6587,2384,0,0
0,0,0,0,0,0,0
5959,559,24709,4904,0,0,0
15626,0,42264,1035,42932,0,6335
20738,0,0,885,0,0,0
4928,621,24239,4704,10275,114,2001
20395,2088,0,0,0,340,0
22364,3166,107156,13213,52445,554,14490
11292,1213,54135,13366,3139,15,0
9096,2560,5623,738,1724,748,1770
18281,755,94388,14353,3066,103,4806
5185,75,20200,2033,4231,18,661
10023,683,31788,703,0,138,208
24457,2920,11958,1404,28,0,3180
11229,1302,52693,6125,0,0,2678
0,0,0,0,0,0,0
6780,1355,45442,13061,24451,2,651
8485,182,26004,3692,8116,14,0
18773,911,18306,3245,9301,102,3069
6604,405,44294,0,8449,88,0
12973,1561,7929,1221,3467,164,623
9423,273,17460,938,0,45,132
7101,0,8697,308,3997,0,314
18952,2598,14677,2856,1460,0,758
6206,0,21361,342,2994,0,131
18972,4249,124689,15796,0,161,14294
12886,1970,37032,3167,7428,116,721
0,0,0,0,0,0,0
6007,1018,8747,28,0,153,674
8580,1674,63308,11419,30070,118,8499
15400,1963,82793,9286,28198,135,1357
9432,372,0,143,0,57,9
8214,1111,11965,0,5106,130,306
444,69,2336,341,1065,9,54
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5936,5,16016,2719,4259,0,1882
6570,1261,7483,122,852,167,1115
14926,618,121291,28829,53168,0,16125
0,0,0,0,0,0,0
20265,3242,91643,4969,7392,304,8250
8915,0,37032,5932,14613,2,274
17324,108,65377,5737,19213,10,8655
24160,0,38056,7838,7790,0,605
17202,2445,110397,1960,22640,207,1716
8808,0,0,173,0,45,0
17428,2657,121127,3471,48088,325,2815
9897,1331,39794,3092,7267,16,496
108,8,0,0,0,0,0
9322,1121,0,0,0,273,0
5621,553,36315,1273,0,21,619
3063,153,20618,2727,7765,12,1233
9093,2463,54192,6796,0,369,4665
0,0,0,0,0,0,0
16335,338,109494,0,42068,108,6123
20134,4270,107556,0,16336,1248,4731
16918,1786,130294,27944,37073,494,6990
22906,947,66366,11050,15080,32,5956
4175,265,26237,0,5590,0,279
13225,2574,46121,5950,0,0,5902
9790,348,22955,4748,569,4,482
10109,1061,0,0,0,0,0
6174,0,10782,2010,2759,0,528
6418,537,22114,4302,11340,56,1121
1160,243,5369,0,2275,29,52
0,0,0,0,0,0,0
11605,528,33353,0,0,31,0
15828,0,31185,4438,9323,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2638,459,0,0,0,105,0
0,0,0,0,0,0,0
7084,1464,30347,11488,3330,234,9350
21294,3211,81809,22757,16326,1022,33293
6673,0,13776,1378,3440,0,1266
4302,0,0,0,0,3,0
4346,616,7304,119,2495,136,124
14955,2615,0,0,0,102,0
12538,708,0,0,0,300,0
0,0,0,0,0,0,0
6419,51,12291,2965,2188,5,1276
8656,1150,17158,0,352,170,899
13126,311,82200,16184,60344,75,17089
10676,575,48609,4493,3965,34,105
23166,0,146082,0,84927,0,7475
14367,798,121698,17576,69662,184,21473
5852,356,45560,6062,9414,3,4157
0,0,0,0,0,0,0
15949,2021,82115,10334,29920,149,0
0,0,0,0,0,0,0
9223,602,3518,479,820,254,0
5706,1363,26207,0,5204,0,1994
0,0,0,0,0,0,0
15270,0,0,0,0,0,0
6418,1391,54633,2487,11308,30,3525
6897,906,10787,684,435,278,0
2639,105,2861,747,1665,29,148
0,0,0,0,0,0,0
0,0,0,0,0,0,0
9781,0,0,0,0,22,0
7997,0,19231,712,8564,0,765
0,0,0,0,0,0,0
7631,1761,9535,1147,0,74,0
17759,3445,80444,3875,31946,0,13507
5663,149,0,0,0,16,0
11718,1025,69141,14897,30237,155,9407
7199,581,11735,463,0,100,257
1101,299,4462,719,0,58,160
1604,171,10181,1019,4119,21,1275
2577,1,3343,232,1790,0,15
14319,4286,65808,4194,0,1257,1908
17010,672,43914,373,6075,86,664
0,0,0,0,0,0,0
15802,0,131170,16449,0,0,0
20478,3504,165007,23225,37395,631,18368
18170,2654,169307,1174,62128,676,0
10543,0,47737,8691,15249,0,588
6269,756,32017,1650,10374,41,2177
8377,555,17643,1925,1459,27,1889
0,0,0,0,0,0,0
7438,772,57694,0,14339,133,1265
4227,474,21112,6874,0,70,2356
12982,668,57968,0,0,35,0
13571,1380,0,0,0,117,0
0,0,0,0,0,0,0
8748,133,29887,4402,14980,1,4330
2714,246,0,53,285,5,114
0,0,0,0,0,0,0
10025,227,68638,0,0,0,0
27709,3411,63981,9344,0,317,5838
0,0,0,0,0,0,0
22679,193,115739,1832,11869,57,2301
13509,616,40877,1521,10086,0,1917
7254,451,50078,0,8552,32,175
5334,644,3972,70,1362,59,976
16036,2208,82307,2873,29154,425,5469
15807,0,0,1459,6340,0,1764
11556,159,50008,5158,19037,6,4717
5387,754,0,0,0,228,304
16068,2061,0,0,0,349,0
9139,1666,11422,638,0,305,0
12314,174,43071,7572,4787,26,6090
0,0,0,0,0,0,0
9870,1399,32616,4488,15650,217,1898
5427,366,64555,0,24636,107,0
1503,361,1683,197,100,107,140
7555,1015,36666,998,6010,281,9
219,15,0,0,40,0,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13772,733,95985,0,24575,56,229
28900,6187,131503,33906,74543,912,32699
6312,742,0,0,0,137,0
1402,88,6871,1327,2224,11,0
13825,3021,17720,2038,0,182,4122
11246,918,59603,2899,38836,0,15587
0,0,0,0,0,0,0
3415,634,18114,3731,1385,96,1509
11967,606,25299,2093,8741,48,2851
7890,0,24192,2038,5770,6,7
7022,360,52513,8247,25914,0,7595
14455,208,52989,4511,15211,3,0
3993,0,21060,1356,3426,0,432
11091,2269,64636,4569,16367,698,1211
14720,2356,0,0,0,0,0
15754,0,24766,610,11480,0,1050
4236,834,7208,748,5039,73,1116
5333,342,1517,252,487,37,35
2135,223,1726,253,498,37,0
14787,738,24854,231,4598,164,494
881,118,1198,9,517,0,123
9401,14,84798,0,40258,0,794
7117,444,40456,418,3908,26,254
7106,1110,12339,3356,1690,270,0
13088,0,17941,2359,7634,0,2459
20432,1863,83084,0,0,236,0
4595,0,8788,1084,4967,0,1387
6053,760,25703,1363,1462,97,944
4781,698,0,0,0,39,214
15180,3356,104905,0,21273,464,140
12336,473,74976,0,19798,29,261
5973,374,29621,3868,10331,148,3324
6988,830,30169,1039,2543,57,0
6657,0,8494,0,534,0,0
3592,275,0,0,0,0,0
11785,443,18808,1055,10432,57,2713
5134,511,20291,807,3912,99,95
9118,0,45818,0,734,0,0
16941,850,58484,0,1641,60,0
12026,723,45481,5275,17796,60,0
0,0,0,0,0,0,0
6485,492,35069,0,5946,44,174
3465,166,17323,2729,1809,0,1848
0,0,0,0,0,0,0
4681,49,8948,2779,4969,0,845
0,0,0,0,0,0,0
21945,2234,37286,6441,17989,65,3443
6466,0,30120,2996,6706,0,451
10093,0,56085,5153,20677,0,7722
13593,1256,34342,0,9797,0,1148
11631,684,42617,397,0,42,146
2840,323,13173,1383,1365,69,142
14903,1262,0,0,0,341,0
13300,477,0,0,0,100,0
11280,7,0,0,6912,0,0
2993,483,20794,1596,6759,139,987
21803,1931,151910,13448,69335,15,771
20029,1064,48085,3279,4345,184,2229
17973,1708,6977,854,1196,37,2851
10217,230,61679,7426,20701,56,2726
11498,673,48480,4012,0,25,100
8097,1443,25596,6743,6782,44,0
11745,2850,13129,1139,0,200,1583
21284,623,124988,13751,58732,68,12119
15401,1210,3411,103,0,229,0
7906,1139,60413,0,17616,185,1606
1691,330,1691,308,742,0,138
0,0,0,0,0,0,0
4061,596,31084,117,6240,0,626
5222,1101,17877,0,4726,239,206
16459,4664,39522,557,5578,0,5157
0,0,0,0,0,0,0
8613,257,21924,0,0,0,0
5486,518,0,0,0,8,59
2065,158,7643,769,3761,23,1432
10053,722,15922,745,9559,164,2159
0,0,0,0,0,0,0
8052,0,64885,0,20792,0,0
2846,0,0,0,0,0,0
11228,574,0,601,0,63,0
3982,273,13265,620,296,7,168
8587,1309,74440,14439,63294,0,6169
6811,954,59547,0,0,0,0
20904,1511,29412,6626,0,410,2839
20614,3589,10660,1457,3039,515,6255
2863,0,15847,1124,7192,0,1196
5218,0,20734,611,8095,0,750
0,0,0,0,0,0,0
0,0,0,0,0,0,0
7082,570,16288,4297,0,84,1504
8840,0,76462,4102,30274,0,4938
0,0,0,0,0,0,0
8898,23,9947,1126,6111,0,128
7454,192,19714,0,3667,50,198
15924,2099,127792,9551,12526,0,8478
11834,485,0,0,0,0,0
6722,1427,9331,1498,813,0,1587
3573,827,0,0,0,66,0
0,0,0,0,0,0,0
326,47,1345,0,201,2,15
0,0,0,0,0,0,0
11303,0,56013,1587,19147,0,3520
13331,2964,59931,0,4306,253,652
396,23,1407,38,469,0,17
419,0,5678,337,1017,0,102
11322,1966,32405,3483,5499,397,1070
9529,382,81588,14705,1371,34,5578
6969,824,17999,862,9146,0,0
0,0,0,0,0,0,0
9821,951,28959,3547,10713,0,0
2486,161,12169,1471,1479,0,1294
6658,1059,9513,700,4428,156,1202
2928,439,2021,0,0,0,94
15020,37,52600,2577,0,3,963
10117,302,40323,7520,17113,51,0
1793,114,1764,141,403,14,110
19635,1275,0,5286,0,37,400
2706,163,9228,540,18,63,111
13598,1045,60425,8607,14102,26,4238
7301,637,9780,0,2382,108,201
9529,483,42268,0,8263,76,671
23547,3391,57353,0,13442,690,3136
0,0,0,0,0,0,0
3752,173,4036,377,2380,33,622
9007,1359,0,0,0,257,182
10547,540,24363,0,9706,73,706
2053,50,4753,133,2516,10,653
2880,280,0,0,0,35,0
11139,723,12132,0,6439,172,623
13353,524,61651,9390,0,106,2491
3246,452,16187,2320,0,0,381
16067,1447,99712,12853,19835,124,562
9752,651,17129,2038,1779,0,0
11782,0,41012,563,2633,0,154
24670,3725,0,0,0,87,0
8484,347,0,67,31,60,215
13772,1771,15911,1955,3738,342,1832
19762,3792,0,0,0,0,0
1059,193,4783,148,2814,38,576
5567,0,3636,491,1262,0,440
9415,633,0,0,0,7,0
14604,498,2414,451,1169,27,536
12342,1014,91975,22782,54081,139,10499
22134,189,59144,5162,11303,28,2344
9436,0,33814,0,9024,28,0
8731,176,4691,0,0,41,46
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10660,1840,62787,8425,0,190,407
13862,1604,2172,0,665,95,0
0,0,0,0,0,0,0
13304,876,59890,13058,14347,205,0
8246,1472,0,0,0,18,340
11668,2366,31830,3825,0,664,0
18007,2983,91121,0,33740,203,2913
0,0,0,0,0,0,0
0,0,0,0,0,0,0
7462,1354,7593,1026,805,0,0
7747,9,41727,7937,1521,2,0
1567,206,0,0,0,60,0
16654,2270,53902,7232,15147,44,7336
0,0,0,0,0,0,0
10318,1098,32073,4369,18893,16,0
4870,1112,0,0,0,208,283
3849,637,0,0,0,0,0
0,0,0,0,0,0,0
16148,1531,17471,5241,1197,0,3964
1514,381,5266,514,2921,31,612
8135,1416,51944,8612,2216,131,7578
5976,969,30932,1940,15953,154,5059
13878,1399,125791,13288,38430,483,14283
0,0,0,0,0,0,0
9053,634,9235,0,408,126,174
0,0,0,0,0,0,0
0,0,0,0,0,0,0
784,144,3153,281,0,0,81
5439,578,33105,8296,19408,196,11375
7045,151,18945,0,476,27,0
23182,3316,18442,0,2231,69,645
7628,232,37499,9608,26824,69,9613
8091,255,25172,225,3286,36,566
7589,0,0,1189,0,0,0
871,94,2153,318,0,22,245
10517,636,0,16,0,9,0
8852,718,30704,0,0,153,0
3285,145,0,0,144,19,0
14881,882,63040,13939,8707,58,1680
9487,1969,16432,1345,5834,145,2967
16043,148,0,159,0,0,0
0,0,0,0,0,0,0
10107,1570,14418,1655,6100,213,741
10472,0,81607,4642,19643,0,0
7935,446,66478,7455,0,39,285
377,40,225,16,100,10,29
13554,0,38644,533,0,0,150
11690,1537,18076,3826,2493,86,1574
0,0,0,0,0,0,0
0,0,0,0,0,0,0
14035,2720,53388,153,22688,232,207
6719,516,75807,12344,31919,14,4556
14926,2756,0,0,383,818,2562
4081,0,28845,813,26791,0,0
20390,0,0,0,0,0,0
8038,197,49108,15604,21523,0,3299
477,100,0,11,0,25,32
16204,1631,0,0,0,0,0
462,32,0,0,0,0,0
11893,735,22447,0,3279,0,136
2726,276,9857,712,1687,58,384
14239,558,74947,0,33584,46,1777
654,22,4300,1248,2095,1,965
17037,316,81126,7724,47364,42,3789
4601,460,0,0,0,19,0
4650,0,48279,10254,22108,0,11295
10360,749,0,0,0,117,4
10198,366,52089,2820,14490,25,3481
1178,102,645,22,233,19,44
1949,31,4893,909,1159,1,1147
5860,0,0,0,0,0,353
638,59,0,0,0,13,0
3772,182,0,0,0,0,3
0,0,0,0,0,0,0
2347,224,9653,1136,692,62,618
9303,523,20737,4545,14466,41,5176
8935,0,49871,7169,10387,0,6267
11216,2658,48334,8645,13416,78,7080
12553,1387,12243,3472,2733,291,1607
12628,1894,0,0,0,0,298
7206,1060,3043,39,760,244,818
1654,227,9524,0,3891,44,645
22657,375,67193,13952,0,35,679
11604,0,40238,5136,7804,0,262
32859,1253,0,963,10948,174,0
5645,863,36693,6337,13696,0,3287
23418,4215,0,0,0,451,0
15338,700,1164,57,953,172,474
9907,658,44096,5590,4591,107,819
8075,416,23687,3795,9091,0,5420
9331,685,13497,783,5395,150,0
1786,258,4543,0,177,35,197
655,0,3794,364,2079,0,71
21817,709,200266,30886,24306,254,4115
5144,865,30931,3483,0,101,0
11925,918,80831,17314,38830,151,10672
7416,598,15376,875,3514,47,631
19755,2280,25233,1446,0,746,1837
0,0,0,0,0,0,0
621,117,4537,141,0,0,42
14642,0,9580,1754,2256,0,687
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8290,1193,46522,1171,2743,59,1048
3235,228,7083,1156,1133,10,0
10899,1547,16446,4122,0,397,4173
10392,515,88913,18007,49325,138,5949
9655,485,37483,3820,8012,148,3704
12530,493,71123,8833,24619,96,10800
3713,65,11701,0,0,6,0
10780,431,13279,2131,579,0,851
6112,1466,23881,1192,12656,277,3858
12748,672,0,0,0,108,2712
10029,123,57245,0,1457,19,0
5771,1055,1835,0,1056,132,375
12060,1252,15072,3494,9855,209,0
8085,0,0,0,81,0,0
3497,603,17634,4332,0,182,1508
9102,0,46202,1643,0,0,0
1664,0,138,3,20,0,0
5111,276,22298,0,2004,32,317
12407,0,0,0,0,0,0
3279,221,8706,184,0,13,426
4377,419,40939,1622,9999,60,0
4904,0,19817,760,7635,0,475
11353,1301,109627,0,31083,186,6272
20405,0,72930,3645,16784,74,0
3300,60,0,0,0,7,14
10159,1276,59435,2991,4131,216,4184
2685,392,8391,454,0,47,267
0,0,0,0,0,0,0
7003,208,13998,0,1235,21,73
7945,814,47133,4683,21093,0,2859
9217,522,13484,212,3379,84,1094
8141,426,34912,5305,8450,15,4002
17739,3111,130565,18139,11093,0,7138
0,0,0,0,0,0,0
0,0,0,0,0,0,0
553,89,0,0,0,21,19
8255,722,0,0,0,99,386
6652,818,42401,0,8952,133,1773
9475,0,0,0,2140,0,0
9434,1199,0,0,0,80,39
14237,1758,42274,0,10111,144,197
8243,1494,0,1352,0,132,0
16997,1693,56845,9655,7021,0,3976
6307,0,43526,8080,24490,0,7697
5048,77,32368,0,16245,0,1070
15525,113,0,0,0,3,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10884,40,19968,4181,3032,7,1821
7676,353,23594,3448,0,86,384
7095,254,42904,5764,6392,64,2266
18391,2824,136020,15864,34967,202,2669
9094,6,19250,796,8848,0,1583
2445,120,0,0,0,18,0
11490,1112,48187,11653,11083,105,4162
14599,1689,12008,1043,6165,490,2261
10952,233,0,0,0,0,0
8399,244,27270,1275,10252,29,722
8511,891,68385,3190,1593,0,2073
7424,818,42600,12610,12248,318,5687
11520,1494,86680,5326,8106,400,5854
10175,1554,7443,789,5157,0,1446
1806,158,5376,314,1137,23,387
18815,1916,133748,18929,31050,508,9806
11128,420,21026,1349,7890,4,0
18913,1774,0,0,0,436,1595
6553,305,64536,3495,23490,64,5561
5004,473,0,0,0,30,0
22700,3011,148945,189,34107,261,6175
18281,2051,57943,0,0,290,0
11701,202,0,0,0,28,0
8312,1344,12089,1735,8421,0,2463
3625,184,2365,83,338,14,6
9252,980,71042,7758,21259,224,6899
1945,41,11688,1252,767,12,83
7558,568,16494,0,0,174,0
1397,129,11499,1757,875,26,727
7868,850,36772,4529,14982,147,2856
7794,705,12492,908,3679,128,1980
10467,2432,0,0,0,424,0
2687,184,4840,497,1591,2,750
10561,0,63950,1489,11681,8,573
4531,470,27307,1724,4426,105,0
21317,550,113010,25230,36187,141,13164
3166,216,27348,0,6960,34,1282
17546,0,0,710,0,0,112
187,11,293,40,67,0,32
13246,1455,0,0,0,1,251
13422,2014,66385,11377,15506,481,2298
9081,1927,34692,0,4946,282,0
5370,0,717,28,193,0,37
14785,473,44707,3649,21609,0,5904
10818,987,78768,2225,13010,108,0
13233,2527,31314,4443,3744,0,102
2823,225,11130,625,492,25,0
0,0,0,0,0,0,0
5275,76,3291,460,53,26,156
1997,145,5769,1411,2605,41,0
17129,2467,182843,27136,100093,631,24183
2044,138,10025,1582,4053,0,2514
9614,1973,8907,1993,7397,609,3355
10668,976,36786,861,0,211,7
17169,2171,5767,64,1874,391,990
3614,303,26887,2396,16905,33,1946
25855,5131,56478,0,32773,1128,5714
6814,0,9197,592,1264,0,181
11450,633,1184,48,579,124,78
20133,1484,16416,2877,0,79,2228
7105,575,0,117,0,134,0
0,0,0,0,0,0,0
14617,0,21862,1123,4071,0,418
15310,625,2866,0,0,44,391
12658,1792,39782,0,17254,114,277
16001,1439,123047,2501,0,138,1509
5173,0,2012,149,538,0,38
